Trade_ID,Ticker,Status,Open_Date,Closed_Date,Shares,Avg_Entry,Avg_Exit,Total_Cost,Realized_PL,Unrealized_PL,Return_Pct,Sell_Rule,Notes,Amount,Value,Stop_Loss,Rule,Buy_Notes,Sell_Notes
202509-017,RDDT,CLOSED,9/10/25 09:30,9/19/25 16:00,186,258.09,259.7,48004.74,299.46,0,0.623813398,History,Imported,0,0,0,History,,
202509-018,TQQQ,CLOSED,9/10/25 09:30,9/24/25 16:00,160,93.85,100.72,15016,1099.2,0,7.320191795,History,Imported,0,0,0,History,,
202509-019,CRWV,CLOSED,9/11/25 09:30,10/21/25 16:00,869,127.85,126.8,111101.65,-912.45,0,-0.821274932,History,Imported,0,0,0,History,,
202509-020,LEU,CLOSED,9/11/25 09:30,10/17/25 16:00,158,247.62,333.16,39123.96,13515.32,0,34.54486714,History,Imported,0,0,0,History,,
202509-021,TSLA,CLOSED,9/12/25 09:30,10/22/25 16:00,160,402.56,431.95,64409.6,4702.4,0,7.30077504,History,Imported,0,0,0,History,,
202509-022,MP,CLOSED,9/12/25 09:30,9/29/25 16:00,476,63.19,66.81,30078.44,1723.12,0,5.72875455,History,Imported,0,0,0,History,,
202509-023,GEV,CLOSED,9/12/25 09:30,9/19/25 16:00,47,637.22,607.33,29949.34,-1404.83,0,-4.690687675,History,Imported,0,0,0,History,,
202509-024,NAIL,CLOSED,9/12/25 09:30,9/12/25 16:00,165,91.29,88.84,15062.85,-404.25,0,-2.683755066,History,Imported,0,0,0,History,,
202509-025,NVDA,CLOSED,9/12/25 09:30,9/17/25 16:00,169,177.8,171.15,30048.2,-1123.85,0,-3.74015748,History,Imported,0,0,0,History,,
202509-026,ETHA,CLOSED,9/12/25 09:30,9/17/25 16:00,856,34.85,33.87,29831.6,-838.88,0,-2.81205165,History,Imported,0,0,0,History,,
202509-027,ORCL,CLOSED,9/15/25 09:30,9/18/25 16:00,153,308.16,295.39,47148.48,-1953.81,0,-4.143951194,History,Imported,0,0,0,History,,
202509-028,OKLO,CLOSED,9/15/25 09:30,9/30/25 16:00,370,85.86,117.33,31768.2,11643.9,0,36.65269043,History,Imported,0,0,0,History,,
202509-029,DAVE,CLOSED,9/15/25 09:30,9/25/25 16:00,135,230,220,31050,-1350,0,-4.347826087,History,Imported,0,0,0,History,,
202509-030,VST,CLOSED,9/15/25 09:30,9/19/25 16:00,150,209.7,210.68,31455,147,0,0.467334287,History,Imported,0,0,0,History,,
202509-031,NBIS,CLOSED,9/18/25 09:30,9/19/25 16:00,514,95.1,94.26,48881.4,-431.76,0,-0.883280757,History,Imported,0,0,0,History,,
202509-032,AVGO,CLOSED,9/22/25 09:30,9/29/25 16:00,100,37.45,28.65,3745,-880,0,-23.49799733,History,Imported,0,0,0,History,,
202509-033,FIG,CLOSED,9/22/25 09:30,9/23/25 16:00,606,59.03,56.45,35772.18,-1563.48,0,-4.370658987,History,Imported,0,0,0,History,,
202509-034,ORCL,CLOSED,9/22/25 09:30,9/25/25 16:00,57,318.5,291.17,18154.5,-1557.81,0,-8.580847724,History,Imported,0,0,0,History,,
202509-035,CRCL,CLOSED,9/22/25 09:30,9/30/25 16:00,433,138.04,135.61,59771.32,-1052.19,0,-1.760359316,History,Imported,0,0,0,History,,
202509-036,BMNR,CLOSED,9/22/25 09:30,10/16/25 16:00,908,55.97,52.61,50820.76,-3050.88,0,-6.003216009,History,Imported,0,0,0,History,,
202509-037,CRDO,CLOSED,9/24/25 09:30,9/24/25 16:00,160,151.97,147.6,24315.2,-699.2,0,-2.875567546,History,Imported,0,0,0,History,,
202509-038,CRDO,CLOSED,9/24/25 09:30,9/25/25 16:00,250,149.9,142.24,37475,-1915,0,-5.110073382,History,Imported,0,0,0,History,,
202509-039,GRAB,CLOSED,9/25/25 09:30,9/29/25 16:00,2250,6.22,6.06,13995,-360,0,-2.572347267,History,Imported,0,0,0,History,,
202509-040,TQQQ,CLOSED,9/26/25 09:30,9/30/25 16:00,360,100.61,102.47,36219.6,669.6,0,1.848722791,History,Imported,0,0,0,History,,
202509-041,UPRO,CLOSED,9/26/25 09:30,9/29/25 16:00,165,109.13,110.4,18006.45,209.55,0,1.163749656,History,Imported,0,0,0,History,,
202509-042,BWXT,CLOSED,9/26/25 09:30,9/29/25 16:00,190,180.01,182.7,34201.9,511.1,0,1.494361424,History,Imported,0,0,0,History,,
202509-043,RBLX,CLOSED,9/30/25 09:30,9/30/25 16:00,180,139.2,135.68,25056,-633.6,0,-2.528735632,History,Imported,0,0,0,History,,
202509-044,NVDA,CLOSED,9/30/25 09:30,10/14/25 16:00,302,186.03,182.02,56181.06,-1211.02,0,-2.155566307,History,Imported,0,0,0,History,,
202509-045,RBLX,CLOSED,9/30/25 09:30,10/3/25 16:00,402,136.8,125.7,54993.6,-4462.2,0,-8.114035088,History,Imported,0,0,0,History,,
202510-001,APP,CLOSED,10/6/25 09:30,10/10/25 16:00,87,611.95,590.86,53239.65,-1834.83,0,-3.446359997,History,Imported,0,0,0,History,,
202510-002,FIG,CLOSED,10/7/25 09:30,10/16/25 16:00,873,62.85,58.89,54868.05,-3457.08,0,-6.30071599,History,Imported,0,0,0,History,,
202510-003,FIG,CLOSED,10/7/25 09:30,10/17/25 16:00,311,60.99,59.55,18967.89,-447.84,0,-2.361042794,History,Imported,0,0,0,History,,
202510-004,CRCL,CLOSED,10/8/25 09:30,10/10/25 16:00,180,151.51,142.4,27271.8,-1639.8,0,-6.012804435,History,Imported,0,0,0,History,,
202510-005,FIGR,CLOSED,10/8/25 09:30,10/10/25 16:00,605,46.43,43.91,28090.15,-1524.6,0,-5.427525307,History,Imported,0,0,0,History,,
202510-006,KLAR,CLOSED,10/9/25 09:30,10/9/25 16:00,440,44.22,42.53,19456.8,-743.6,0,-3.82180009,History,Imported,0,0,0,History,,
202510-007,GEV,CLOSED,10/13/25 09:30,10/16/25 16:00,84,643.41,612.3,54046.44,-2613.24,0,-4.835175083,History,Imported,0,0,0,History,,
202510-008,CRDO,CLOSED,10/13/25 09:30,10/14/25 16:00,237,149.38,139.83,35403.06,-2263.35,0,-6.393091445,History,Imported,0,0,0,History,,
202510-009,TQQQ,CLOSED,10/13/25 09:30,11/7/25 16:00,550,103.29,104.46,56809.5,643.5,0,1.132733082,History,Imported,0,0,0,History,,
202510-010,CRCL,CLOSED,10/13/25 09:30,10/14/25 16:00,250,140.04,132.21,35010,-1957.5,0,-5.59125964,History,Imported,0,0,0,History,,
202510-011,RBLX,CLOSED,10/14/25 09:30,10/17/25 16:00,367,133.65,134.21,49049.55,205.52,0,0.419004863,History,Imported,0,0,0,History,,
202510-012,APP,CLOSED,10/14/25 09:30,10/20/25 16:00,60,591.76,559.3,35505.6,-1947.6,0,-5.485331891,History,Imported,0,0,0,History,,
202510-013,RKLB,CLOSED,10/14/25 09:30,10/16/25 16:00,260,65.72,67.47,17087.2,455,0,2.662811929,History,Imported,0,0,0,History,,
202510-014,GRAB,CLOSED,10/14/25 09:30,10/15/25 16:00,6000,6.01,5.91,36060,-600,0,-1.663893511,History,Imported,0,0,0,History,,
202510-015,PLTR,CLOSED,10/20/25 09:30,10/22/25 16:00,275,173.89,176.56,47819.75,734.25,0,1.535453448,History,Imported,0,0,0,History,,
202510-016,CRDO,CLOSED,10/20/25 09:30,10/21/25 16:00,219,150.68,145.06,32998.92,-1230.78,0,-3.729758428,History,Imported,0,0,0,History,,
202510-017,UPRO,CLOSED,10/21/25 09:30,10/22/25 16:00,290,113.73,111.86,32981.7,-542.3,0,-1.644245142,History,Imported,0,0,0,History,,
202510-018,APP,CLOSED,10/24/25 09:30,11/5/25 16:00,52,627.05,612.68,32606.6,-747.24,0,-2.291683279,sr1 Capital Protection,Imported,0,0,0,br4.3 PB 10w,,
202510-019,AVAV,CLOSED,10/24/25 09:30,11/3/25 16:00,66,379.93,367.14,25075.38,-844.14,0,-3.366409602,sr1 Capital Protection,Imported,0,0,0,br4.1 PB 21e,,
202510-020,AMD,CLOSED,10/24/25 09:30,11/6/25 16:00,192,251.33,242.77,48255.36,-1643.52,0,-3.405880715,History,Imported,0,0,0,History,,
202510-021,LEU,CLOSED,10/24/25 09:30,10/27/25 16:00,45,364.33,351,16394.85,-599.85,0,-3.658770895,sr1 Capital Protection,Imported,0,0,0,br4.1 PB 21e,,
202510-022,PLTR,CLOSED,10/24/25 09:30,11/5/25 16:00,346,193.4,195.05,66916.4,570.9,0,0.853154085,History,Imported,0,0,0,History,,
202510-023,LIF,CLOSED,10/27/25 09:30,10/30/25 16:00,486,98.85,96.99,48041.1,-903.96,0,-1.881638847,History,Imported,0,0,0,History,,
202510-024,AVGO,CLOSED,10/27/25 09:30,11/6/25 16:00,156,364.02,361.03,56787.12,-466.44,0,-0.82138344,History,Imported,0,0,0,History,,
202510-025,NVDA,CLOSED,10/28/25 09:30,11/6/25 16:00,180,195.95,192.28,35271,-660.6,0,-1.872926767,History,Imported,0,0,0,History,,
202510-026,SHOP,CLOSED,10/28/25 09:30,11/4/25 16:00,276,178.2,173.71,49183.2,-1239.24,0,-2.519640853,History,Imported,0,0,0,History,,
202510-027,MSFT,CLOSED,10/28/25 09:30,10/31/25 16:00,35,549.5,518.77,19232.5,-1075.55,0,-5.592356688,History,Imported,0,0,0,History,,
202510-028,NET,CLOSED,10/31/25 09:30,11/6/25 16:00,211,240.31,231.5,50705.41,-1858.91,0,-3.666097957,History,Imported,0,0,0,History,,
202510-029,BE,CLOSED,10/31/25 09:30,11/7/25 16:00,169,132.81,129.79,22444.89,-510.38,0,-2.273925156,History,Imported,0,0,0,History,,
202510-030,WDC,CLOSED,10/31/25 09:30,11/7/25 16:00,110,150.01,158.19,16501.1,899.8,0,5.452969802,History,Imported,0,0,0,History,,
202510-031,NBIS,CLOSED,10/31/25 09:30,11/4/25 16:00,63,129.75,113.62,8174.25,-1016.19,0,-12.43159923,History,Imported,0,0,0,History,,
202510-032,CRWV,CLOSED,10/31/25 09:30,11/4/25 16:00,58,138.28,119.51,8020.24,-1088.66,0,-13.57390801,History,Imported,0,0,0,History,,
202510-033,SOFI,CLOSED,10/31/25 09:30,11/6/25 16:00,529,29.78,29.48,15753.62,-158.7,0,-1.007387508,History,Imported,0,0,0,History,,
202511-001,TSLA,CLOSED,11/3/25 09:30,11/6/25 16:00,67,467.25,451.75,31305.75,-1038.5,0,-3.317281969,History,Imported,0,0,0,History,,
202511-002,SSO,CLOSED,11/5/25 09:30,11/7/25 16:00,300,114.7,111.51,34410,-957,0,-2.781168265,History,Imported,0,0,0,History,,
202511-003,CRS,CLOSED,11/5/25 09:30,11/6/25 16:00,51,316.54,315.96,16143.54,-29.58,0,-0.183231187,History,Imported,0,0,0,ns No Setup,,
202511-004,NET,CLOSED,11/7/25 09:30,11/12/25 16:00,130,233.32,225.01,30331.6,-1080.3,0,-3.561632093,sr1 Capital Protection,Imported,0,0,0,br1.6 Flat Base,,
202511-005,AMZN,CLOSED,11/7/25 09:30,11/12/25 16:00,63,243.88,248.62,15364.44,298.62,0,1.943578809,sr1 Capital Protection,Imported,0,0,0,br1.3 Cup w/o Handle,,
202511-006,ITA,CLOSED,11/7/25 09:30,11/10/25 16:00,72,209.4,211.11,15076.8,123.12,0,0.816618911,sr1 Capital Protection,Imported,0,0,0,br4.2 PB 50s,,
202511-007,AMKR,CLOSED,11/7/25 09:30,11/13/25 16:00,848,35.13,33.19,29790.24,-1645.12,0,-5.522345574,sr1 Capital Protection,Imported,0,0,0,br1.1 Consolidation,,
202511-008,UPRO,CLOSED,11/7/25 09:30,11/14/25 16:00,395,114.9,109.75,45385.5,-2034.25,0,-4.482158399,sr1 Capital Protection,Imported,0,0,0,br4.2 PB 50s,,
202511-009,CRWD,CLOSED,11/7/25 09:30,11/12/25 16:00,33,541.25,548.72,17861.25,246.51,0,1.380138568,sr9 Breakout Failure,Imported,0,0,0,br1.2 Cup w Handle,,
202511-010,HOOD,CLOSED,11/7/25 09:30,11/13/25 16:00,230,134.68,127.73,30976.4,-1598.5,0,-5.16038016,sr1 Capital Protection,Imported,0,0,0,br3.2 Reclaim 50s,,
202511-011,LLY,CLOSED,11/10/25 08:41,11/28/25 08:47,36,975.7622222,1080.297,35127.44,3763.252,168.3598828,10.7131405,,,0,0,0,br1.2 Cup w Handle,,
202511-012,UGL,CLOSED,11/10/25 09:30,11/14/25 16:00,300,51.26,49.65,15378,-483,0,-3.140850566,sr1 Capital Protection,Imported,0,0,0,br3.1 Reclaim 21e,,
202511-013,PLTR,CLOSED,11/10/25 09:30,11/12/25 16:00,160,192.3,182.87,30768,-1508.8,0,-4.903796152,sr9 Breakout Failure,Imported,0,0,0,br1.2 Cup w Handle,,
202511-014,TSLA,CLOSED,11/10/25 09:30,11/12/25 16:00,70,447.99,431.62,31359.3,-1145.9,0,-3.654099422,sr1 Capital Protection,Imported,0,0,0,br3.1 Reclaim 21e,,
202511-015,BE,CLOSED,11/10/25 09:30,11/10/25 16:00,105,145.43,141.97,15270.15,-363.3,0,-2.379151482,sr1 Capital Protection,Imported,0,0,0,br1.1 Consolidation,,
202511-016,TQQQ,CLOSED,11/10/25 09:30,11/13/25 16:00,668,111.97,104.91,74795.96,-4716.08,0,-6.305260338,sr1 Capital Protection,Imported,0,0,0,br6.1 Gapper,,
202511-017,APP,CLOSED,11/10/25 09:30,11/11/25 16:00,50,664.66,602.59,33233,-3103.5,0,-9.338609214,sr1 Capital Protection,Imported,0,0,0,br3.1 Reclaim 21e,,
202511-018,AMD,CLOSED,11/10/25 09:30,11/14/25 16:00,127,250.2,236.1,31775.4,-1790.7,0,-5.635491607,sr1 Capital Protection,Imported,0,0,0,br4.1 PB 21e,,
202511-019,NBIS,CLOSED,11/11/25 09:30,11/11/25 16:00,125,110.35,100.84,13793.75,-1188.75,0,-8.61803353,sr1 Capital Protection,Imported,0,0,0,br4.2 PB 50s,,
202511-020,NBIS,CLOSED,11/19/25 09:30,11/19/25 16:00,95,96,94.02,9120,-188.1,0,-2.0625,sr1 Capital Protection,Imported,0,0,0,br1.4 Double Bottom,,
202511-021,GOOGL,CLOSED,11/19/25 16:00,11/20/25 16:00,60,292.68,290.88375,17560.8,-107.775,-193.7992676,-0.613724887,sr3 Portfolio Management,Auto-Import,0,0,0,br1.1 Consolidation,,
202511-022,GEV,CLOSED,11/20/25 16:00,11/20/25 16:00,15,622.3758,588.295,9335.637,-511.212,0,-5.475919854,sr1 Capital Protection,Auto-Import,0,0,0,br3.2 Reclaim 50s,,
202511-023,NVDA,CLOSED,11/20/25 16:00,11/20/25 16:00,50,195.208,181.78,9760.4,-671.4,0,-6.878816442,sr1 Capital Protection,Auto-Import,0,0,0,br6.1 Gapper,,
202511-024,WDC,CLOSED,11/20/25 16:00,11/20/25 16:00,58,159.77,147.9,9266.66,-688.46,0,-7.429429805,sr1 Capital Protection,Auto-Import,0,0,0,br4.1 PB 21e,,
202511-025,NBIS,CLOSED,11/20/25 16:00,11/20/25 16:00,92,100.615,92.728,9256.58,-725.604,0,-7.838791433,sr1 Capital Protection,Auto-Import,0,0,0,br1.4 Double Bottom,,
202511-026,AMD,CLOSED,11/20/25 16:00,11/20/25 16:00,40,231.24,211.71,9249.6,-781.2,0,-8.445770628,sr1 Capital Protection,Auto-Import,0,0,0,ns No Setup,,
202511-027,HOOD,CLOSED,11/20/25 16:00,11/20/25 16:00,76,121.93,113.008,9266.68,-678.072,0,-7.317313212,sr1 Capital Protection,Auto-Import,0,0,0,ns No Setup,,
202511-028,MEDP,CLOSED,11/24/25 10:00,11/25/25 13:34,45,615.2966667,605.63,27688.35,-435,-137.5508057,-1.571057864,sr1 Capital Protection,,0,0,0,br8.1 Daily STL Break,Rebound from the 21e and a break of a daily STL. Swing Trader Idea generation. Starting a 2.5% position as I'm very cold at the moment. RS is strong on the stock,
202511-029,AMKR,CLOSED,11/25/25 08:25,12/16/25 08:33,2129,38.79144904,42.87640864,82586.995,8696.879,4975.109918,10.53056719,,,0,0,0,br3.1 Reclaim 21e,Showing RS with green signal. Above the 21e. Using the 10W as my stop. Hasn't closed below it since the uptrend. ,
202511-030,TQQQ,CLOSED,11/25/25 09:30,12/15/25 08:29,2412,54.21860697,52.82,130775.28,-3373.44,-3373.440736,-2.579570084,,,0,0,0,br3.1 Reclaim 21e,,
202511-031,SPXL,CLOSED,11/25/25 09:35,12/16/25 12:56,270,216.1927,217.7566444,58372.029,422.265,375.4994935,0.723402985,,,0,0,0,br3.1 Reclaim 21e,SPY reclaims the 21e. Rotation to RSP ,
202511-032,WDC,CLOSED,11/25/25 09:40,12/15/25 14:41,239,156.6799582,172.044,37446.51,3672.006,4698.749125,9.806003283,,,0,0,0,br3.1 Reclaim 21e,Reclaim of the 21e. Showing RS in downturn. Hot group,
202511-033,AMD,CLOSED,11/25/25 12:40,12/11/25 08:30,173,214.5657717,215.31,37119.8785,128.7515,75.1215,0.346853237,,,0,0,0,ns No Setup,Just conviction and no chart setup,
202511-034,NVDA,CLOSED,11/25/25 22:16,12/11/25 08:30,212,178.3715264,179.521,37814.7636,243.6884,71.75782334,0.644426612,,,0,0,0,ns No Setup,Just conviction buy. Stock chart doesn't look great,
202511-035,SOFI,CLOSED,11/26/25 12:01,12/9/25 13:20,1500,28.5569,26.8865,42835.35,-2505.6,-2590.350114,-5.849374407,,,0,0,0,br3.2 Reclaim 50s,Adding here using the 10W reclaim. a Flush and a powerful reclaim. RS is green on the weekly chart,
202511-036,HOOD,CLOSED,11/26/25 12:27,12/15/25 08:47,493,130.3305116,117.436,64252.9422,-6356.9942,-5339.4422,-9.893701335,,,0,0,0,br10.8 Add: Generic Scale-In,On HOOD news DB entry,
202511-037,FIX,CLOSED,11/26/25 12:57,12/1/25 08:30,10,980.76,960.365,9807.6,-203.95,-210.5498291,-2.079509768,,,0,0,0,br3.1 Reclaim 21e,,
202511-038,GDX,CLOSED,11/26/25 13:11,12/2/25 09:41,465,79.48,80.575,36958.2,509.175,558.0001419,1.377705083,,,0,0,0,br3.1 Reclaim 21e,,
202511-039,CIEN,CLOSED,11/26/25 13:12,12/1/25 08:37,46,201.47,198.415,9267.62,-140.53,-152.2598315,-1.516354792,,,0,0,0,br8.1 Daily STL Break,Break of STL and RS above moving averages,
202511-040,PWR,CLOSED,11/26/25 13:13,11/26/25 13:13,20,457.31,459.669,9146.2,47.18,44.19978027,0.515842645,,,0,0,0,br3.1 Reclaim 21e,,
202511-041,CLS,CLOSED,11/28/25 08:30,12/1/25 08:32,56,338.6255,330.1,18963.028,-477.428,-89.90827344,-2.517678084,,,0,0,0,br10.8 Add: Generic Scale-In,,
202511-042,BE,CLOSED,11/28/25 09:39,12/1/25 10:07,89,105.51,101.595,9390.39,-348.435,-232.2986914,-3.710548763,,,0,0,0,br3.2 Reclaim 50s,Reclaims both the 50s and the 21e,
202512-001,CRDO,CLOSED,12/2/25 09:19,12/3/25 10:40,95,199.6834211,179.112,18969.925,-1954.285,-1797.392117,-10.30201754,,,0,0,0,br6.1 Gapper,Massive earnings gap. ,
202512-002,ALAB,CLOSED,12/2/25 09:19,12/2/25 11:28,53,177.195,151.27,9391.335,-1374.025,-162.4447412,-14.63077401,,,0,0,0,br8.1 Daily STL Break,,
202512-003,U,CLOSED,12/2/25 09:19,12/12/25 08:37,775,47.26819613,47.895,36632.852,485.773,-858.8521183,1.32605837,,,0,0,0,br1.2 Cup w Handle,,
202512-004,MDB,CLOSED,12/2/25 12:20,12/4/25 12:46,60,405.7242,397.16075,24343.452,-513.807,-444.2574836,-2.11065793,,,0,0,0,br6.1 Gapper,Monster earnings,
202512-005,GEV,CLOSED,12/2/25 12:30,12/3/25 10:40,32,604.75,584.09,19352,-661.12,-156.1601563,-3.416287722,,,0,0,0,br8.1 Daily STL Break,Monster earnings,
202512-006,NAIL,CLOSED,12/3/25 11:14,12/8/25 08:35,319,64.84145768,59.54680251,20684.425,-1688.995,-1270.084805,-8.165540014,,,0,0,0,br9.1 21e Strategy,,
202512-007,GOOGL,CLOSED,12/3/25 13:55,12/11/25 08:30,120,320.977,314.972,38517.24,-720.6,-281.0388281,-1.870850559,,,0,0,0,br3.1 Reclaim 21e,PB to the 8e. Mishandled GOOGL. Buying it again here. ,
202512-008,PLTR,CLOSED,12/3/25 14:23,12/17/25 10:17,172,179.1962093,182.475,30821.748,563.952,450.4324199,1.829721014,,,0,0,0,br1.4 Double Bottom,Db entry here on my biggest winners,
202512-009,SNDK,CLOSED,12/4/25 08:31,12/15/25 09:33,175,216.176,204.434,37830.8,-2054.85,-1749.301282,-5.431685293,,,0,0,0,br8.1 Daily STL Break,Break of daily stl. previous big leader,
202512-010,LLY,CLOSED,12/4/25 08:31,12/4/25 12:54,38,1024.41,1006.06,38927.58,-697.3,0,-1.791274978,,,0,0,0,br4.1 PB 21e,PB from 21e and rebounding ,
202512-011,RDDT,CLOSED,12/4/25 08:31,12/15/25 08:32,162,233.8583951,219.737,37885.06,-2287.666,-1470.700198,-6.038438371,,,0,0,0,br1.1 Consolidation,Nice consolidation breakout,
202512-012,APP,CLOSED,12/4/25 11:08,12/12/25 09:44,27,696.5160741,671.15,18805.934,-684.884,-697.8444614,-3.641850493,,,0,0,0,br1.1 Consolidation,Double bottom entry. buying late. missed the move ,
202512-013,GEV,CLOSED,12/8/25 08:42,12/17/25 10:17,108,654.1697222,663.0724352,70650.33,961.493,975.1308716,1.360917918,,,0,0,0,br8.1 Daily STL Break,Break of STL. 2nd try,
202512-014,ARKK,CLOSED,12/9/25 11:47,12/11/25 08:30,334,82.737,81.842,27634.158,-298.93,-102.5710249,-1.081740938,,,0,0,0,br3.1 Reclaim 21e,"Webby 3-day rule, RS not confirming ",
202512-015,ETHA,CLOSED,12/9/25 14:31,12/11/25 08:30,440,25.5,24.025,11220,-649,-587.3995972,-5.784313725,,,0,0,0,br3.1 Reclaim 21e,,
202512-016,LLY,CLOSED,12/11/25 11:49,12/17/25 10:43,35,1026.741714,1051.072,35935.96,851.56,1099.115684,2.369659806,,,0,0,0,br3.1 Reclaim 21e,Reclaim of 21e by LLY after multiple days pullback ,
202512-017,ASTS,CLOSED,12/12/25 08:30,12/12/25 12:24,702,83.207,82.67,58411.314,-376.974,0,-0.645378394,,,0,0,0,br1.1 Consolidation,Put wrong market buy order on IBKR,
202512-018,ASTS,CLOSED,12/12/25 08:51,12/12/25 09:44,100,83.16,81.338,8316,-182.2,0,-2.190957191,,,0,0,0,br1.1 Consolidation,anticipated buy point,
202512-019,ULTA,CLOSED,12/12/25 08:51,12/15/25 09:21,15,599.09,597.299,8986.35,-26.865,37.50040283,-0.298953413,,,0,0,0,br1.1 Consolidation,,
202512-020,TQQQ,CLOSED,12/15/25 15:24,12/15/25 09:26,225,53.727,51.93,12088.575,-404.325,0,-3.344687029,,,0,0,0,br7.1 TQQQ Strategy,,
202512-021,GOOGL,CLOSED,12/15/25 14:16,12/16/25 08:33,20,308.3755,304.62,6167.51,-75.11,-3.109975586,-1.217833453,,,0,0,0,br4.1 PB 21e,,
202512-022,TSLA,CLOSED,12/16/25 08:49,12/17/25 10:17,48,477.5675,479.79,22923.24,106.68,-1.032480469,0.46537924,,,0,0,0,br5.2 Upside Reversal,Upside reversal at consolidation area,
202512-023,GOOGL,CLOSED,12/16/25 08:49,12/16/25 12:56,75,309.1085,302.935,23183.1375,-463.0125,62.92573242,-1.99719516,,,0,0,0,br3.1 Reclaim 21e,Upside reversal at 21e,
202512-024,GDX,CLOSED,12/16/25 12:56,12/17/25 10:43,135,86.01,84.855,11611.35,-155.925,-148.4995056,-1.342867108,,,0,0,0,br1.1 Consolidation,,
202512-025,UPRO,CLOSED,12/16/25 14:31,12/17/25 10:17,102,114.545,112,11683.59,-259.59,-271.8302802,-2.221834214,,,0,0,0,br5.2 Upside Reversal,,
202512-026,WDC,CLOSED,12/17/25 09:25,12/17/25 10:17,88,177.83,170.4,15649.04,-653.84,0,-4.178147669,,,0,0,0,br1.3 Cup w/o Handle,,
