Trade_ID,Ticker,Status,Open_Date,Closed_Date,Shares,Avg_Entry,Avg_Exit,Total_Cost,Realized_PL,Unrealized_PL,Return_Pct,Sell_Rule,Notes,Amount,Value,Stop_Loss,Rule,Buy_Notes,Sell_Notes,Risk_Budget
202508-003,NBIS,CLOSED,2025-08-01 09:30,2025-10-16 16:00,430.0,100.77,125.9,43331.1,10805.900000000003,0.0,24.937977572690293,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-004,NET,CLOSED,2025-08-04 09:30,2025-08-08 16:00,154.0,206.93,205.67,31867.22,-194.04000000000298,0.0,-0.6089015609143281,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-005,ZETA,CLOSED,2025-08-07 09:30,2025-08-07 16:00,750.0,20.58,20.09,15434.999999999998,-367.4999999999988,0.0,-2.3809523809523734,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-006,CRWV,CLOSED,2025-08-07 09:30,2025-08-13 16:00,382.0,127.31,124.33,48632.42,-1138.3600000000015,0.0,-2.340743068101488,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-007,RKLB,CLOSED,2025-08-08 09:30,2025-08-08 16:00,476.0,46.54,45.23,22153.04,-623.5600000000011,0.0,-2.8147829823807524,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-008,SHOP,CLOSED,2025-08-13 09:30,2025-08-15 16:00,381.0,150.34,142.19,57279.54,-3105.1500000000024,0.0,-5.421045629905551,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-009,APP,CLOSED,2025-08-14 09:30,2025-08-20 16:00,128.0,435.57,407.02,55752.96,-3654.4000000000015,0.0,-6.554629565856238,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-010,RBLX,CLOSED,2025-08-14 09:30,2025-08-20 16:00,526.0,124.25,115.52,65355.5,-4591.980000000002,0.0,-7.026156941649902,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-011,NFLX,CLOSED,2025-08-14 09:30,2025-08-20 16:00,45.0,1239.35,1209.75,55770.74999999999,-1331.999999999996,0.0,-2.3883487311897293,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-012,CRWV,CLOSED,2025-08-15 09:30,2025-08-28 16:00,341.0,101.43,98.21000000000001,34587.630000000005,-1098.0200000000045,0.0,-3.1746031746031877,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-013,TQQQ,CLOSED,2025-08-20 09:30,2025-08-20 16:00,400.0,86.44,85.1,34576.0,-536.0000000000014,0.0,-1.5502082369273524,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-014,ALAB,CLOSED,2025-08-20 09:30,2025-09-02 16:00,242.0,173.73000000000002,169.93,42042.66,-919.5999999999958,0.0,-2.187302135497601,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-015,RBLX,CLOSED,2025-08-20 09:30,2025-09-04 16:00,422.0,121.46,129.08,51256.119999999995,3215.640000000008,0.0,6.273670344146237,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-016,GEV,CLOSED,2025-08-21 09:30,2025-09-02 16:00,75.0,614.34,580.65,46075.5,-2526.750000000004,0.0,-5.483933977927541,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-017,APP,CLOSED,2025-08-21 09:30,2025-10-06 16:00,158.0,498.07,597.02,78695.06,15634.099999999999,0.0,19.86668540566587,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-018,TQQQ,CLOSED,2025-08-22 09:30,2025-09-02 16:00,510.0,90.71,84.6,46262.1,-3116.1,0.0,-6.7357512953367875,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-019,UBER,CLOSED,2025-08-25 09:30,2025-08-28 16:00,320.0,97.17,94.13,31094.4,-972.800000000002,0.0,-3.1285376144900754,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-020,MGNI,CLOSED,2025-08-25 09:30,2025-09-02 16:00,1817.0,25.53,24.41,46388.01,-2035.0400000000018,0.0,-4.386995691343521,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-021,NVDA,CLOSED,2025-08-25 09:30,2025-09-02 16:00,252.0,181.78,170.39,45808.56,-2870.280000000004,0.0,-6.265815821322486,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-022,NBIS,CLOSED,2025-08-25 09:30,2025-09-02 16:00,450.0,69.56,65.79,31302.0,-1696.4999999999982,0.0,-5.419781483611265,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-023,CCL,CLOSED,2025-08-26 09:30,2025-09-02 16:00,990.0,31.27,30.6,30957.3,-663.2999999999981,0.0,-2.142628717620717,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-024,TSLA,CLOSED,2025-08-26 09:30,2025-08-29 16:00,89.0,348.32,341.15,31000.48,-638.1300000000015,0.0,-2.0584519981626137,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-025,SHOP,CLOSED,2025-08-27 09:30,2025-09-02 16:00,223.0,139.03,136.81,31003.69,-495.0599999999997,0.0,-1.5967776738833337,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-026,AMD,CLOSED,2025-08-27 09:30,2025-09-02 16:00,280.0,169.1,160.65,47348.0,-2365.999999999997,0.0,-4.997043169722051,History,Imported,0.0,0.0,0.0,History,,,0.0
202508-027,FIX,CLOSED,2025-08-29 09:30,2025-08-29 16:00,44.0,727.16,707.83,31995.039999999997,-850.5199999999968,0.0,-2.658287034490336,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-001,DHI,CLOSED,2025-09-02 09:30,2025-09-10 16:00,176.0,170.71,174.94,30044.960000000003,744.4799999999982,0.0,2.47788647413742,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-002,MGNI,CLOSED,2025-09-02 09:30,2025-09-09 16:00,1670.0,25.5,24.64,42585.0,-1436.1999999999991,0.0,-3.3725490196078414,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-003,NVDA,CLOSED,2025-09-02 09:30,2025-09-02 16:00,88.0,171.52,169.14,15093.76,-209.4400000000021,0.0,-1.3875932835821034,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-004,RKLB,CLOSED,2025-09-02 09:30,2025-09-04 16:00,650.0,49.51,43.46,32181.5,-3932.499999999998,0.0,-12.21975358513431,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-005,DASH,CLOSED,2025-09-03 09:30,2025-09-04 16:00,120.0,251.36,247.16,30163.2,-504.00000000000205,0.0,-1.6709102482495293,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-006,ALAB,CLOSED,2025-09-03 09:30,2025-10-13 16:00,453.0,200.13,203.74,90658.89,1635.3300000000063,0.0,1.8038275121171308,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-007,ANET,CLOSED,2025-09-03 09:30,2025-09-08 16:00,220.0,137.89,140.12,30335.799999999996,490.600000000004,0.0,1.6172311262600758,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-008,RBLX,CLOSED,2025-09-04 09:30,2025-09-25 16:00,344.0,130.53,130.14000000000001,44902.32,-134.16000000000508,0.0,-0.2987818892208801,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-009,HOOD,CLOSED,2025-09-04 09:30,2025-09-09 16:00,198.0,145.99,144.19,28906.02,-356.40000000000225,0.0,-1.2329611617234135,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-010,PLTR,CLOSED,2025-09-04 09:30,2025-10-20 16:00,762.0,166.24,171.36,126674.88,3901.4400000000032,0.0,3.07988450433109,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-011,XHB,CLOSED,2025-09-04 09:30,2025-09-08 16:00,122.0,115.02000000000001,118.52000000000001,14032.44,427.0,0.0,3.0429490523387237,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-012,SHOP,CLOSED,2025-09-05 09:30,2025-09-09 16:00,300.0,93.79,93.67,28137.000000000004,-36.000000000001364,0.0,-0.12794540995842257,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-013,UPRO,CLOSED,2025-09-05 09:30,2025-09-09 16:00,280.0,104.0,103.66,29120.0,-95.20000000000095,0.0,-0.3269230769230802,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-014,TNA,CLOSED,2025-09-05 09:30,2025-09-09 16:00,346.0,42.57,42.53,14729.22,-13.839999999999705,0.0,-0.09396288466055708,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-015,CDNS,CLOSED,2025-09-08 09:30,2025-09-10 16:00,162.0,360.09999999999997,349.0,58336.2,-1798.2000000000037,0.0,-3.082477089697313,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-016,DASH,CLOSED,2025-09-09 09:30,2025-10-16 16:00,200.0,260.88,265.48,52176.0,920.0000000000045,0.0,1.7632628028212292,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-017,RDDT,CLOSED,2025-09-10 09:30,2025-09-19 16:00,186.0,258.09,259.7,48004.74,299.46000000000254,0.0,0.6238133984269106,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-018,TQQQ,CLOSED,2025-09-10 09:30,2025-09-24 16:00,160.0,93.85,100.72,15016.0,1099.2000000000007,0.0,7.320191795418225,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-019,CRWV,CLOSED,2025-09-11 09:30,2025-10-21 16:00,869.0,127.85,126.8,111101.65,-912.4499999999975,0.0,-0.8212749315604203,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-020,LEU,CLOSED,2025-09-11 09:30,2025-10-17 16:00,158.0,247.62,333.16,39123.96,13515.320000000003,0.0,34.54486713512641,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-021,TSLA,CLOSED,2025-09-12 09:30,2025-10-22 16:00,160.0,402.56,431.95,64409.6,4702.399999999998,0.0,7.300775039745624,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-022,MP,CLOSED,2025-09-12 09:30,2025-09-29 16:00,476.0,63.19,66.81,30078.44,1723.1200000000022,0.0,5.7287545497705405,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-023,GEV,CLOSED,2025-09-12 09:30,2025-09-19 16:00,47.0,637.22,607.3299999999999,29949.34,-1404.8299999999995,0.0,-4.690687674586483,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-024,NAIL,CLOSED,2025-09-12 09:30,2025-09-12 16:00,165.0,91.29,88.84,15062.85,-404.25000000000045,0.0,-2.683755066272322,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-025,NVDA,CLOSED,2025-09-12 09:30,2025-09-17 16:00,169.0,177.8,171.14999999999998,30048.2,-1123.850000000001,0.0,-3.7401574803149638,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-026,ETHA,CLOSED,2025-09-12 09:30,2025-09-17 16:00,856.0,34.85,33.870000000000005,29831.6,-838.8800000000034,0.0,-2.8120516499282755,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-027,ORCL,CLOSED,2025-09-15 09:30,2025-09-18 16:00,153.0,308.16,295.39,47148.48,-1953.8100000000059,0.0,-4.143951194184852,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-028,OKLO,CLOSED,2025-09-15 09:30,2025-09-30 16:00,370.0,85.86,117.33,31768.2,11643.9,0.0,36.65269042627533,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-029,DAVE,CLOSED,2025-09-15 09:30,2025-09-25 16:00,135.0,230.0,220.0,31050.0,-1350.0,0.0,-4.3478260869565215,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-030,VST,CLOSED,2025-09-15 09:30,2025-09-19 16:00,150.0,209.7,210.68,31455.0,147.00000000000273,0.0,0.467334287076785,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-031,NBIS,CLOSED,2025-09-18 09:30,2025-09-19 16:00,514.0,95.1,94.26,48881.399999999994,-431.7599999999944,0.0,-0.8832807570977805,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-032,AVGO,CLOSED,2025-09-22 09:30,2025-09-29 16:00,100.0,37.45000000000001,28.65,3745.000000000001,-880.0000000000005,0.0,-23.49799732977304,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-033,FIG,CLOSED,2025-09-22 09:30,2025-09-23 16:00,606.0,59.03,56.45000000000001,35772.18,-1563.4799999999989,0.0,-4.370658986955782,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-034,ORCL,CLOSED,2025-09-22 09:30,2025-09-25 16:00,57.0,318.5,291.17,18154.5,-1557.809999999999,0.0,-8.580847723704862,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-035,CRCL,CLOSED,2025-09-22 09:30,2025-09-30 16:00,433.0,138.04,135.61,59771.32,-1052.1899999999907,0.0,-1.7603593161402338,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-036,BMNR,CLOSED,2025-09-22 09:30,2025-10-16 16:00,908.0,55.97,52.61,50820.76,-3050.8799999999997,0.0,-6.003216008576022,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-037,CRDO,CLOSED,2025-09-24 09:30,2025-09-24 16:00,160.0,151.97,147.6,24315.2,-699.2000000000007,0.0,-2.8755675462262316,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-038,CRDO,CLOSED,2025-09-24 09:30,2025-09-25 16:00,250.0,149.9,142.24,37475.0,-1914.999999999999,0.0,-5.110073382254835,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-039,GRAB,CLOSED,2025-09-25 09:30,2025-09-29 16:00,2250.0,6.22,6.06,13995.0,-360.00000000000034,0.0,-2.572347266881031,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-040,TQQQ,CLOSED,2025-09-26 09:30,2025-09-30 16:00,360.0,100.61,102.47,36219.6,669.5999999999998,0.0,1.8487227909750517,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-041,UPRO,CLOSED,2025-09-26 09:30,2025-09-29 16:00,165.0,109.13000000000001,110.4,18006.45,209.5500000000017,0.0,1.1637496563731424,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-042,BWXT,CLOSED,2025-09-26 09:30,2025-09-29 16:00,190.0,180.01000000000002,182.7,34201.9,511.09999999999957,0.0,1.4943614243653118,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-043,RBLX,CLOSED,2025-09-30 09:30,2025-09-30 16:00,180.0,139.2,135.68,25055.999999999996,-633.5999999999967,0.0,-2.528735632183895,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-044,NVDA,CLOSED,2025-09-30 09:30,2025-10-14 16:00,302.0,186.03,182.02,56181.06,-1211.0199999999973,0.0,-2.155566306509698,History,Imported,0.0,0.0,0.0,History,,,0.0
202509-045,RBLX,CLOSED,2025-09-30 09:30,2025-10-03 16:00,402.0,136.8,125.7,54993.600000000006,-4462.2000000000035,0.0,-8.114035087719303,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-001,APP,CLOSED,2025-10-06 09:30,2025-10-10 16:00,87.0,611.95,590.86,53239.65,-1834.8300000000027,0.0,-3.446359996731764,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-002,FIG,CLOSED,2025-10-07 09:30,2025-10-16 16:00,873.0,62.85,58.89,54868.05,-3457.080000000001,0.0,-6.300715990453462,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-003,FIG,CLOSED,2025-10-07 09:30,2025-10-17 16:00,311.0,60.989999999999995,59.55,18967.89,-447.8400000000015,0.0,-2.3610427939006478,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-004,CRCL,CLOSED,2025-10-08 09:30,2025-10-10 16:00,180.0,151.51,142.4,27271.8,-1639.7999999999975,0.0,-6.012804435350793,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-005,FIGR,CLOSED,2025-10-08 09:30,2025-10-10 16:00,605.0,46.43,43.91,28090.15,-1524.600000000002,0.0,-5.42752530691364,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-006,KLAR,CLOSED,2025-10-09 09:30,2025-10-09 16:00,440.0,44.22,42.53,19456.8,-743.599999999999,0.0,-3.821800090456802,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-007,GEV,CLOSED,2025-10-13 09:30,2025-10-16 16:00,84.0,643.41,612.3,54046.439999999995,-2613.240000000001,0.0,-4.83517508276216,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-008,CRDO,CLOSED,2025-10-13 09:30,2025-10-14 16:00,237.0,149.38,139.83000000000004,35403.06,-2263.349999999996,0.0,-6.393091444637824,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-009,TQQQ,CLOSED,2025-10-13 09:30,2025-11-07 16:00,550.0,103.29,104.46,56809.5,643.4999999999932,0.0,1.1327330816148589,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-010,CRCL,CLOSED,2025-10-13 09:30,2025-10-14 16:00,250.0,140.04,132.21,35010.0,-1957.499999999996,0.0,-5.591259640102816,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-011,RBLX,CLOSED,2025-10-14 09:30,2025-10-17 16:00,367.0,133.65,134.21,49049.55,205.52000000000083,0.0,0.4190048634493096,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-012,APP,CLOSED,2025-10-14 09:30,2025-10-20 16:00,60.0,591.76,559.3,35505.6,-1947.6000000000022,0.0,-5.485331891307292,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-013,RKLB,CLOSED,2025-10-14 09:30,2025-10-16 16:00,260.0,65.72,67.47,17087.2,455.0,0.0,2.662811929397444,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-014,GRAB,CLOSED,2025-10-14 09:30,2025-10-15 16:00,6000.0,6.01,5.91,36060.0,-599.9999999999978,0.0,-1.663893510815302,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-015,PLTR,CLOSED,2025-10-20 09:30,2025-10-22 16:00,275.0,173.89,176.56,47819.74999999999,734.2500000000043,0.0,1.5354534475818138,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-016,CRDO,CLOSED,2025-10-20 09:30,2025-10-21 16:00,219.0,150.67999999999998,145.06,32998.92,-1230.780000000001,0.0,-3.729758428457662,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-017,UPRO,CLOSED,2025-10-21 09:30,2025-10-22 16:00,290.0,113.73000000000002,111.86,32981.700000000004,-542.3000000000013,0.0,-1.6442451420029935,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-018,APP,CLOSED,2025-10-24 09:30,2025-11-05 16:00,52.0,627.05,612.68,32606.6,-747.2400000000002,0.0,-2.291683278845388,sr1 Capital Protection,Imported,0.0,0.0,0.0,br4.3 PB 10w,,,0.0
202510-019,AVAV,CLOSED,2025-10-24 09:30,2025-11-03 16:00,66.0,379.93,367.14000000000004,25075.38,-844.1400000000014,0.0,-3.366409601768752,sr1 Capital Protection,Imported,0.0,0.0,0.0,br4.1 PB 21e,,,0.0
202510-020,AMD,CLOSED,2025-10-24 09:30,2025-11-06 16:00,192.0,251.33,242.76999999999998,48255.36,-1643.5200000000004,0.0,-3.4058807145983376,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-021,LEU,CLOSED,2025-10-24 09:30,2025-10-27 16:00,45.0,364.33,351.0,16394.85,-599.8499999999992,0.0,-3.658770894518701,sr1 Capital Protection,Imported,0.0,0.0,0.0,br4.1 PB 21e,,,0.0
202510-022,PLTR,CLOSED,2025-10-24 09:30,2025-11-05 16:00,346.0,193.40000000000003,195.05,66916.40000000001,570.9000000000019,0.0,0.8531540847983481,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-023,LIF,CLOSED,2025-10-27 09:30,2025-10-30 16:00,486.0,98.85,96.99,48041.1,-903.9599999999997,0.0,-1.8816388467374805,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-024,AVGO,CLOSED,2025-10-27 09:30,2025-11-06 16:00,156.0,364.02,361.03,56787.119999999995,-466.4400000000014,0.0,-0.8213834404703064,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-025,NVDA,CLOSED,2025-10-28 09:30,2025-11-06 16:00,180.0,195.95,192.28,35271.0,-660.5999999999977,0.0,-1.8729267670324,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-026,SHOP,CLOSED,2025-10-28 09:30,2025-11-04 16:00,276.0,178.2,173.71,49183.2,-1239.2399999999948,0.0,-2.5196408529741756,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-027,MSFT,CLOSED,2025-10-28 09:30,2025-10-31 16:00,35.0,549.5,518.77,19232.5,-1075.5500000000006,0.0,-5.592356687898093,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-028,NET,CLOSED,2025-10-31 09:30,2025-11-06 16:00,211.0,240.31000000000003,231.5,50705.41,-1858.9100000000005,0.0,-3.666097956805793,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-029,BE,CLOSED,2025-10-31 09:30,2025-11-07 16:00,169.0,132.81,129.79,22444.89,-510.3800000000017,0.0,-2.2739251562382425,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-030,WDC,CLOSED,2025-10-31 09:30,2025-11-07 16:00,110.0,150.01,158.19000000000003,16501.1,899.8000000000008,0.0,5.452969802013205,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-031,NBIS,CLOSED,2025-10-31 09:30,2025-11-04 16:00,63.0,129.75,113.62,8174.25,-1016.1899999999997,0.0,-12.431599229287087,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-032,CRWV,CLOSED,2025-10-31 09:30,2025-11-04 16:00,58.0,138.28,119.51,8020.24,-1088.6599999999999,0.0,-13.573908012727799,History,Imported,0.0,0.0,0.0,History,,,0.0
202510-033,SOFI,CLOSED,2025-10-31 09:30,2025-11-06 16:00,529.0,29.78,29.48,15753.62,-158.7000000000004,0.0,-1.0073875083948982,History,Imported,0.0,0.0,0.0,History,,,0.0
202511-001,TSLA,CLOSED,2025-11-03 09:30,2025-11-06 16:00,67.0,467.25,451.75,31305.75,-1038.5,0.0,-3.3172819689673623,History,Imported,0.0,0.0,0.0,History,,,0.0
202511-002,SSO,CLOSED,2025-11-05 09:30,2025-11-07 16:00,300.0,114.7,111.51,34410.0,-956.9999999999993,0.0,-2.7811682650392306,History,Imported,0.0,0.0,0.0,History,,,0.0
202511-003,CRS,CLOSED,2025-11-05 09:30,2025-11-06 16:00,51.0,316.54,315.96,16143.54,-29.580000000002087,0.0,-0.1832311872117397,History,Imported,0.0,0.0,0.0,ns No Setup,,,0.0
202511-004,NET,CLOSED,2025-11-07 09:30,2025-11-12 16:00,130.0,233.32,225.01,30331.6,-1080.3000000000002,0.0,-3.5616320932624728,sr1 Capital Protection,Imported,0.0,0.0,0.0,br1.6 Flat Base,,,0.0
202511-005,AMZN,CLOSED,2025-11-07 09:30,2025-11-12 16:00,63.0,243.88,248.62,15364.44,298.6200000000006,0.0,1.943578809250455,sr1 Capital Protection,Imported,0.0,0.0,0.0,br1.3 Cup w/o Handle,,,0.0
202511-006,ITA,CLOSED,2025-11-07 09:30,2025-11-10 16:00,72.0,209.39999999999998,211.11,15076.8,123.12000000000057,0.0,0.8166189111747889,sr1 Capital Protection,Imported,0.0,0.0,0.0,br4.2 PB 50s,,,0.0
202511-007,AMKR,CLOSED,2025-11-07 09:30,2025-11-13 16:00,848.0,35.13,33.19,29790.24,-1645.120000000004,0.0,-5.522345573583844,sr1 Capital Protection,Imported,0.0,0.0,0.0,br1.1 Consolidation,,,0.0
202511-008,UPRO,CLOSED,2025-11-07 09:30,2025-11-14 16:00,395.0,114.9,109.75,45385.5,-2034.2500000000023,0.0,-4.48215839860749,sr1 Capital Protection,Imported,0.0,0.0,0.0,br4.2 PB 50s,,,0.0
202511-009,CRWD,CLOSED,2025-11-07 09:30,2025-11-12 16:00,33.0,541.25,548.7199999999999,17861.25,246.5100000000009,0.0,1.3801385681293352,sr9 Breakout Failure,Imported,0.0,0.0,0.0,br1.2 Cup w Handle,,,0.0
202511-010,HOOD,CLOSED,2025-11-07 09:30,2025-11-13 16:00,230.0,134.68,127.73,30976.4,-1598.5000000000007,0.0,-5.1603801603801625,sr1 Capital Protection,Imported,0.0,0.0,0.0,br3.2 Reclaim 50s,,,0.0
202511-011,LLY,CLOSED,2025-11-10 08:41,2025-11-28 08:47,36.0,975.7622222222222,1080.297,35127.44,3763.2519999999977,168.3598828,10.713140496432413,,,0.0,0.0,0.0,br1.2 Cup w Handle,,,0.0
202511-012,UGL,CLOSED,2025-11-10 09:30,2025-11-14 16:00,300.0,51.26,49.65,15378.0,-482.99999999999983,0.0,-3.1408505657432686,sr1 Capital Protection,Imported,0.0,0.0,0.0,br3.1 Reclaim 21e,,,0.0
202511-013,PLTR,CLOSED,2025-11-10 09:30,2025-11-12 16:00,160.0,192.3,182.87,30768.0,-1508.800000000001,0.0,-4.903796151846077,sr9 Breakout Failure,Imported,0.0,0.0,0.0,br1.2 Cup w Handle,,,0.0
202511-014,TSLA,CLOSED,2025-11-10 09:30,2025-11-12 16:00,70.0,447.99,431.62,31359.3,-1145.9000000000003,0.0,-3.6540994218620964,sr1 Capital Protection,Imported,0.0,0.0,0.0,br3.1 Reclaim 21e,,,0.0
202511-015,BE,CLOSED,2025-11-10 09:30,2025-11-10 16:00,105.0,145.43,141.97,15270.15,-363.30000000000086,0.0,-2.3791514818125616,sr1 Capital Protection,Imported,0.0,0.0,0.0,br1.1 Consolidation,,,0.0
202511-016,TQQQ,CLOSED,2025-11-10 09:30,2025-11-13 16:00,668.0,111.97000000000001,104.91000000000001,74795.96,-4716.080000000002,0.0,-6.305260337590428,sr1 Capital Protection,Imported,0.0,0.0,0.0,br6.1 Gapper,,,0.0
202511-017,APP,CLOSED,2025-11-10 09:30,2025-11-11 16:00,50.0,664.66,602.59,33233.0,-3103.499999999997,0.0,-9.338609213733328,sr1 Capital Protection,Imported,0.0,0.0,0.0,br3.1 Reclaim 21e,,,0.0
202511-018,AMD,CLOSED,2025-11-10 09:30,2025-11-14 16:00,127.0,250.20000000000002,236.1,31775.4,-1790.6999999999994,0.0,-5.635491606714626,sr1 Capital Protection,Imported,0.0,0.0,0.0,br4.1 PB 21e,,,0.0
202511-019,NBIS,CLOSED,2025-11-11 09:30,2025-11-11 16:00,125.0,110.35,100.84,13793.75,-1188.7499999999989,0.0,-8.61803352967829,sr1 Capital Protection,Imported,0.0,0.0,0.0,br4.2 PB 50s,,,0.0
202511-020,NBIS,CLOSED,2025-11-19 09:30,2025-11-19 16:00,95.0,96.0,94.02,9120.0,-188.10000000000036,0.0,-2.062500000000004,sr1 Capital Protection,Imported,0.0,0.0,0.0,br1.4 Double Bottom,,,0.0
202511-021,GOOGL,CLOSED,2025-11-19 16:00,2025-11-20 16:00,60.0,292.68,290.88375,17560.8,-107.7750000000002,-193.7992676,-0.6137248872488738,sr3 Portfolio Management,Auto-Import,0.0,0.0,0.0,br1.1 Consolidation,,,0.0
202511-022,GEV,CLOSED,2025-11-20 16:00,2025-11-20 16:00,15.0,622.3757999999999,588.295,9335.636999999999,-511.21200000000044,0.0,-5.475919854210275,sr1 Capital Protection,Auto-Import,0.0,0.0,0.0,br3.2 Reclaim 50s,,,0.0
202511-023,NVDA,CLOSED,2025-11-20 16:00,2025-11-20 16:00,50.0,195.208,181.78,9760.4,-671.3999999999999,0.0,-6.8788164419491,sr1 Capital Protection,Auto-Import,0.0,0.0,0.0,br6.1 Gapper,,,0.0
202511-024,WDC,CLOSED,2025-11-20 16:00,2025-11-20 16:00,58.0,159.77,147.9,9266.66,-688.4600000000003,0.0,-7.429429805345186,sr1 Capital Protection,Auto-Import,0.0,0.0,0.0,br4.1 PB 21e,,,0.0
202511-025,NBIS,CLOSED,2025-11-20 16:00,2025-11-20 16:00,92.0,100.615,92.72799999999998,9256.58,-725.604,0.0,-7.8387914326889625,sr1 Capital Protection,Auto-Import,0.0,0.0,0.0,br1.4 Double Bottom,,,0.0
